Deal - Organization,Deal - Value,Deal - Status,Deal - Stage,Deal - Deal closed on,Deal - Deal created,Deal - Lead Source,Organization - Address,Organization - Num Client A3,Organization - Tipologia Client,CENTROCOSTE3
Lauter,"1,135.26 EUR",Won,Proposal Accepted,2017-11-08 15:44:48,2017-11-03 09:59:10,,,,Escoles,14110
GRUPO SEK,"1,203.56 EUR",Lost,Proposal Presented,2018-06-29 13:31:43,2018-06-06 09:54:31,,,,Escoles,14110
Liceo Francés de Málaga,"1,285.00 EUR",Won,Proposal Presented,2017-06-29 16:35:24,2017-06-26 17:16:32,,,,Escoles,14110
EFA Torrealedua,"4,472.72 EUR",Lost,Proposal Presented,2018-02-26 10:31:02,2017-10-30 17:19:34,,"Llombai, Valencia",,Escoles,14110
Anoetako Herri Ikastola,"1,464.94 EUR",Lost,Proposal Presented,2017-07-14 08:08:05,2017-07-11 16:55:14,,,,Escoles,14110
Llar d'infants Sant Josep,"1,710.86 EUR",Lost,Proposal Presented,2017-07-19 16:41:06,2017-06-07 13:39:28,,,,Escoles,14120
Apa Colegio Nuestra Señora del Carmen,"2,698.04 EUR",Won,Proposal Accepted,2017-09-19 11:50:10,2017-09-04 17:25:39,,,,Escoles,14110
Col·legi Sant Vicenç,"2,699.28 EUR",Won,Proposal Accepted,2017-09-19 08:56:46,2017-09-18 15:40:41,,,,Escoles,14110
CRIE Cervera de Pisuerga,774.92 EUR,Won,Proposal Presented,2018-03-13 11:55:32,2018-03-06 10:00:14,,"CRIE Cervera de Pisuerga, Felipe Calvo, Cervera de Pisuerga, Spain",,Escoles,14110
Colegio Arenas,"2,751.81 EUR",Won,Proposal Accepted,2017-09-18 08:46:53,2017-07-06 12:34:35,,,997,Escoles,14110
Colegio Nuestra Señora de la Candelaria,245.00 EUR,Won,Proposal Presented,2018-03-16 09:00:30,2018-03-13 16:51:49,,"Calle de Juan Sebastián Elcano, 7, Zamora, Spain",,Escoles,14110
Manyanet Molins de Rei,"3,717.27 EUR",Lost,Proposal Presented,2018-05-23 15:40:54,2018-04-04 12:15:24,,,,Escoles,14110
Ateneu Instructiu,0.00 EUR,Lost,Meeting organized,2018-08-21 10:25:37,2018-03-14 08:47:13,,"Ateneu Instructiu, Carrer de Francesc Macià, Sant Joan Despí, Spain",,Escoles,14110
Escola Mare de Déu de Núria Barcelona,"1,600.00 EUR",Lost,Proposal Presented,2018-06-08 13:42:34,2018-03-15 12:24:55,,"Escola Mare de Déu de Núria (EMDN), Carrer de Mallorca, Barcelona, Spain",,Escoles,14110
Escola L'Oreig,"26,282.69 EUR",Won,Proposal Accepted,2018-07-05 08:38:29,2018-03-21 12:54:12,,"L'Oreig, Ronda Montmany, Fontpineda, Spain",,Escoles,14130
CRIE Cervera de Pisuerga,"2,600.89 EUR",Won,Proposal Presented,2018-03-23 08:57:38,2018-03-22 13:38:17,,"CRIE Cervera de Pisuerga, Felipe Calvo, Cervera de Pisuerga, Spain",,Escoles,14110
Col·legi Montserrat Cerdanyola,"1,500.00 EUR",Lost,Proposal Presented,2018-06-08 13:42:44,2018-03-22 16:38:08,,"Col·legi Montserrat, Avinguda de Sant Iscle, Cerdanyola del Vallès, Spain",,Escoles,14110
Reial Monestir Santa Isabel,0.00 EUR,Lost,New Leads,2018-08-24 13:35:19,2018-03-26 09:28:34,,"Carrer de Rocabertí, 13, Barcelona, Spain",,Escoles,14110
ESCOLA VEDRUNA VALL,"4,260.33 EUR",Won,Proposal Presented,2017-07-17 11:46:28,2017-03-05 16:51:43,,,,Escoles,14110
CEIP Miguel Hernández Laguna de Duero,540.00 EUR,Lost,Proposal Presented,2018-05-25 09:28:42,2018-04-05 10:49:33,,"Av. de la Libertad, 32, Laguna de Duero, Spain",,Escoles,14110
Institut Cap de Llevant,"5,859.38 EUR",Lost,Proposal Accepted,2017-09-18 15:43:36,2017-09-12 15:46:35,,,0,Escoles,14110
Laude Lady Elisabeth,"3,064.45 EUR",Won,Proposal Accepted,2018-07-13 14:32:57,2018-04-11 10:48:49,,"Laude Lady Elizabeth Senior School, Calle Benisa, Llíber, Spain",,Escoles,14110
Escola Utmar,540.00 EUR,Won,Proposal Presented,2018-06-06 17:52:07,2018-04-11 13:05:52,,"Escola Utmar, Carrer del Molí, Esplugues de Llobregat, Spain",,Escoles,14120
Colegio Abaco,72.84 EUR,Won,Proposal Presented,2018-04-25 10:02:30,2018-04-13 10:22:33,,"Avenida de la Peseta, 8, Madrid, Spain",,Escoles,14110
Escola Joan Marquès i Casals,"1,451.90 EUR",Lost,Proposal Presented,2018-05-29 12:37:45,2018-04-18 11:57:57,,"Escola Public Joan Marqués I Casals, Avinguda del Vallès, Terrassa, Spain",,Escoles,14110
Col·legi Sant Josep Sant Hilari,0.00 EUR,Lost,New Leads,2018-08-24 14:12:49,2018-04-24 11:52:19,,"Col.legi Sant Josep, Carrer Sant Benet, Sant Hilari Sacalm, Spain",,Escoles,14110
Col·legi Sant Lluís,27.90 EUR,Won,Proposal Accepted,2017-09-18 18:14:22,2017-09-18 18:12:48,,"Carrer dels Arítjols, 12-14, 08016 Barcelona",,Escoles,14110
CRIE Cervera de Pisuerga,0.00 EUR,Lost,Contact Made,2018-06-05 11:04:02,2018-04-25 10:12:17,,"CRIE Cervera de Pisuerga, Felipe Calvo, Cervera de Pisuerga, Spain",,Escoles,14110
Col·legi Sant Lluís,0.00 EUR,Lost,New Leads,2018-08-24 13:44:18,2018-04-26 11:32:50,,"Carrer dels Arítjols, 12-14, 08016 Barcelona",,Escoles,14110
Escola La Popa,"1,995.42 EUR",Won,Proposal Presented,2018-07-13 13:53:35,2018-04-26 16:48:26,,"Carrer Major, 20 08183 Castellcir",,Escoles,14110
La Salle Mollerussa,"13,284.00 EUR",Won,Proposal Presented,2018-06-14 08:55:30,2018-04-26 17:00:44,,"Carrer Ferrer i Busquets, 17, 25230 Mollerussa, Lleida",,Escoles,14110
Escola Ferran Sunyer,"1,683.80 EUR",Won,Contact Made,2018-06-08 14:00:56,2018-04-27 11:31:19,,"Carrer de Viladomat, 2, 08015 Barcelona",,Escoles,14110
Liceo Egara (Terrassa),"2,477.76 EUR",Won,Proposal Accepted,2018-05-25 11:47:42,2018-04-30 18:34:34,,"Carrer del Dr. Pearson, 163, 08222 Terrassa, Barcelona, Spain",,Escoles,14110
CEIP Bernat Desclot,252.68 EUR,Won,Proposal Presented,2018-06-19 09:52:43,2018-05-08 10:56:14,,"C/ Aprestadora, 35, 08902, L´ Hospitalet De Llobregat",,Escoles,14110
Escola Mil·lenari,235.00 EUR,Lost,Proposal Presented,2018-06-26 12:36:46,2018-05-11 10:54:57,,"Escola Mil·lenari, Carrer de la Mare de Déu del Pilar, Cardedeu, Spain",,Escoles,14130
Escola Mestre Pla,670.79 EUR,Won,Proposal Accepted,2018-07-10 11:11:50,2018-05-15 10:57:59,,"Carrer de Josep Carner, 2, 08211 Castellar del Vallès, Barcelona",,Escoles,14110
Escolàpies Olesa,"2,355.37 EUR",Won,Proposal Presented,2018-06-20 08:53:27,2018-05-22 09:51:25,,"Escolàpies Olesa, Carrer Mare Paula Montal, Olesa de Montserrat, Spain",,Escoles,14110
CEIP Federico García Lorca,"3,609.78 EUR",Won,Proposal Presented,2018-06-15 09:52:52,2018-05-25 10:25:45,,"Carrer Gustavo Adolfo Bécquer, 10, Mollet del Vallès, Spain",,Escoles,14110
Colegio Legamar,"9,331.00 EUR",Won,Proposal Accepted,2018-07-06 10:01:03,2018-05-29 22:27:20,,"Ctra. Leganés-Fuenlabrada  Km. 1,5 28914 Leganés - Madrid",,Escoles,14110
Juan Bautista Zabala Eskola,0.00 EUR,Lost,Contact Made,2018-06-14 10:49:42,2018-06-04 10:17:26,,"Juan Bautista Zabala Kalea, 3, 48991 Getxo, Bizkaia, Spain",,Escoles,14110
Sagrada Família Masnou,"5,000.00 EUR",Lost,Proposal Accepted,2018-07-10 09:58:39,2018-06-04 13:12:49,,"Sagrada Familia, El Masnou, Carrer Mossèn Jacint Verdaguer, Spain",,Escoles,14130
OAK HOUSE SCHOOL,"29,600.00 EUR",Lost,Proposal Presented,2018-06-08 18:53:30,2018-01-12 17:40:16,,,,Escoles,14130
CEIP Federico García Lorca,0.00 EUR,Lost,New Leads,2018-06-06 13:40:59,2018-06-06 13:40:28,,"Carrer Gustavo Adolfo Bécquer, 10, Mollet del Vallès, Spain",,Escoles,14110
Escuela infantil El Patito Feo,360.00 EUR,Won,Proposal Accepted,2018-06-29 09:38:44,2018-06-20 13:09:04,,"Calle Cañada, 5, 28970 Humanes de Madrid, España",,Escoles,14120
Fundació Dolores Sopeña (Oscus)‎,"1,453.94 EUR",Won,Proposal Accepted,2018-07-10 15:14:14,2018-06-22 16:42:09,,"Carrer de Violant d'Hongria Reina d'Aragó, 39, 08028 Barcelona",,Escoles,14110
Col·legi Boix,0.00 EUR,Lost,Contact Made,2018-06-26 10:23:50,2018-06-22 16:52:57,,"Carrer de Rubió i Ors, 14-16, 08915 Badalona",,Escoles,14110
Vedruna Puigcerdà,543.33 EUR,Won,Proposal Presented,2018-07-02 11:46:11,2018-06-29 14:24:54,,"Vedruna, Carrer Carmelites, Puigcerdà, Spain",,Escoles,14110
ESCOLA EL CARME-VEDRUNA MANLLEU,140.00 EUR,Won,Proposal Accepted,2018-07-05 11:42:40,2018-07-02 11:28:39,,"El Carme Vedruna Manlleu, Carrer Bisbe Morgades, Manlleu, Spain",,Escoles,14120
Vedruna Tàrrega,"17,230.00 EUR",Won,Proposal Accepted,2018-07-20 13:12:28,2018-07-02 13:18:32,,"Vedruna Tàrrega, Carrer de la Mare Vedruna, Tàrrega, Spain",,Escoles,14110
INS Ciutat de Balaguer,"1,027.77 EUR",Won,Proposal Presented,2018-07-25 12:22:27,2018-07-23 08:47:20,,"Institut Ciutat de Balaguer, Balaguer, Spain",,Escoles,14110
ESCOLA ANTONI GAUDÍ,260.00 EUR,Won,Proposal Accepted,2018-11-05 16:14:26,2018-09-27 12:34:03,Client,"CARRER PICASSO, 3",762,Escoles,14130
Escola Serra de Prades,715.00 EUR,Lost,Proposal Presented,2018-12-04 11:29:17,2018-10-03 12:33:23,New Call,"Escola Public Serra De Prades Zer Montsant Serra De Prades, Prades, Spain",,Escoles,14130
Institut de Palamós,550.00 EUR,Lost,Proposal Presented,2018-10-29 15:21:42,2018-10-29 11:28:22,New Call,"Instituto público Palamós, Carrer Nàpols, Palamós, Spain",,Escoles,14130
Escola Teresa Miquel i Pàmies,"1,875.00 EUR",Won,Proposal Accepted,2018-12-17 10:20:40,2018-09-07 13:58:16,,"Escola Teresa Miquel i Pàmies, Passeig de Misericòrdia, Reus, Spain",,Escoles,14130
INS Llavaneres,450.00 EUR,Lost,Proposal Presented,2018-11-30 16:23:56,2018-11-20 16:56:07,,"Institut Llavaneres, Passeig Perelló, Sant Andreu de Llavaneres, Spain",,Escoles,14130
CEIP El Vincle,559.33 EUR,Won,Proposal Presented,2018-12-11 13:27:12,2018-12-10 17:20:24,,"El Campello, Spain",,Escoles,14110
Centro Privado de Enseñanza San José HFI,277.39 EUR,Won,Proposal Accepted,2018-11-09 00:00:00,2018-10-31 08:33:05,,"Carrer del Dr. Sumsi, 5, 46005 València",,Escoles,14110
CEIP San Martiño,"1,204.59 EUR",Won,In Negociation,2019-02-08 09:05:10,2018-11-05 12:46:43,,"Igrexa, 18, 36143",,Escoles,14110
Escola La Garalda,"1,493.23 EUR",Won,Proposal Accepted,2019-01-09 00:00:00,2018-11-30 15:59:48,,"CEIP La Garalda, Pallejà, Spain",,Escoles,14110
Centro Privado de Enseñanza San José HFI,142.99 EUR,Won,Proposal Presented,2019-01-16 09:23:09,2019-01-16 09:23:04,,"Carrer del Dr. Sumsi, 5, 46005 València",,Escoles,14110
COLEGIO BRAINS,"9,780.00 EUR",Won,Proposal Accepted,2018-09-07 00:00:00,2018-04-12 09:57:39,,"C/ MARIA LOMBILLO, 5, MADRID",312,Escoles,14130
PEAC Madrid Capital,"1,086.64 EUR",Won,Proposal Accepted,2018-10-08 10:10:44,2018-09-21 13:43:22,,"I.E.S. Juan de La Cierva, Calle la Caoba, 1, 28005 Madrid, Spain",,Escoles,14110
Centro Privado de Enseñanza San José HFI,748.40 EUR,Won,Proposal Accepted,2018-09-28 11:35:01,2018-09-24 10:08:27,,"Carrer del Dr. Sumsi, 5, 46005 València",,Escoles,14110
Col·legi Les Alzines,"1,681.38 EUR",Lost,In Negociation,2018-12-05 08:41:44,2018-09-14 13:09:06,Crosselling,"Les Alzines, Carrer Camí Vell de Fornells, Girona, Spain",,Escoles,14110
Juan Ángel Larumbe,834.17 EUR,Won,Proposal Accepted,2018-09-28 00:00:00,2018-09-27 12:20:35,Client,"Calle real 61, 3 A, 31110 Noain, Navarra",,Escoles,14110
Escola Guillem de Montgrí,"2,141.25 EUR",Won,In Negociation,2018-10-01 16:15:09,2018-09-06 08:47:45,WEB,"Carrer del Roser, 81-83, 17257 Torroella de Montgrí, Girona, Spain",,Escoles,14110
Escola Ponent Terrassa,"1,736.76 EUR",Won,Proposal Accepted,2018-09-26 14:15:05,2018-07-16 15:40:50,,"Carrer de Palet i Barba, 189, 08224 Terrassa, Barcelona, Spain",,Escoles,14110
Col·legi Balaguer,"7,966.41 EUR",Won,Proposal Accepted,2018-08-30 17:41:02,2018-03-21 08:32:36,,"Escola Balaguer, Avinguda Nord, L'Hospitalet, Spain",,Escoles,14110
Colegio Casa de la Virgen,559.44 EUR,Won,Proposal Accepted,2019-01-09 13:30:04,2018-09-25 10:54:34,,"Calle Virgen del Val, 1, Madrid, Spain",,Escoles,14110
Colegio San Pelayo,"1,327.15 EUR",Won,Proposal Accepted,2018-10-25 10:13:08,2018-07-10 17:15:07,,"Ongarai Kalea, 13, 48260 Ermua, Bizkaia, Spain",,Escoles,14110
FUNDACIÓ JESUÏTES EDUCACIÓ,"1,100.00 EUR",Lost,Proposal Presented,2018-12-21 09:19:32,2018-03-21 15:29:53,,"C/ ROGER DE LLURIA, 15, BARCELONA",123,Escoles,14110
FUNDACIO JESUÏTES EDUCACIO - SANT GERVASI,0.00 EUR,Lost,Needs Taken,2018-08-31 10:01:51,2018-07-23 08:52:41,,CARRER DE L'AVENIR 19,323,Escoles,14110
FUNDACIO JESUÏTES EDUCACIO - SANT GERVASI,54.00 EUR,Won,Proposal Presented,2018-10-11 13:33:39,2018-10-11 13:33:36,,CARRER DE L'AVENIR 19,323,Escoles,14110
CP Ampo Arañuelo,420.35 EUR,Won,In Negociation,2019-01-25 12:27:30,2018-12-18 09:10:49,New Call,"Colegio Público Campo Arañuelo, Avenida Magisterio, Navalmoral de la Mata, Spain",,Escoles,14110
FEDAC Montcada,"1,514.12 EUR",Won,Proposal Accepted,2018-08-30 08:46:14,2018-04-13 10:21:44,Client,"Fedac Montcada, Carrer Major, Montcada i Reixac, Spain",,Escoles,14130
Yago School,"3,300.00 EUR",Lost,Proposal Presented,2018-12-21 09:20:22,2018-04-27 11:50:51,,"Yago School, Calle Real, Castilleja de la Cuesta, Spain",,Escoles,14130
COLEGIO DE FOMENTO ALDEAFUENTE,"4,272.00 EUR",Lost,Proposal Presented,2018-12-04 10:40:45,2018-03-13 09:45:24,,"Calle del Camino Ancho, 87, 28109 Alcobendas, Madrid, Spain",,Escoles,14110
Escuela Infantil Barco de Papel Navalcarnero,314.94 EUR,Won,Proposal Accepted,2018-10-25 15:47:32,2018-10-03 15:54:18,WEB,"Avda Cinco Siglos s/n, 28600 Navalcarnero",,Escoles,14110
Colegio Calasanz,"1,810.80 EUR",Lost,Proposal Presented,2018-10-02 10:46:27,2017-10-30 17:19:45,,"Calle Santiago, 29, Alcala de Henares, Spain",,Escoles,14110
Santa María de los Pinos,"6,085.97 EUR",Lost,Proposal Presented,2018-11-29 10:12:56,2017-10-30 17:19:49,,"Calle Sta. Cruz de Retamar, 14, 28018 Madrid, Spain",,Escoles,14110
Escola Utmar,"7,642.00 EUR",Won,Proposal Accepted,2018-12-04 09:13:18,2018-11-19 14:09:48,,"Escola Utmar, Carrer del Molí, Esplugues de Llobregat, Spain",,Escoles,14110
Escola Sant Gervasi,252.67 EUR,Won,In Negociation,2018-12-20 13:14:10,2018-11-22 14:03:04,,"Carrer de Sabadell, 41, 08100 Mollet del Vallès, Barcelona",,Escoles,14110
Sagrada Familia Valverde,"1,723.14 EUR",Lost,Proposal Presented,2018-12-19 11:43:13,2018-11-22 14:03:23,,"Escuelas Profesionales de la Sagrada Familia Santa María Magdalena, Transversal Arrabales, Valverde del Camino, Spain",,Escoles,14110
Col·legi La Presentació de Reus,"1,219.16 EUR",Lost,In Negociation,2018-12-19 08:47:40,2018-11-22 14:03:55,,"Reus, Spain",,Escoles,14110
Colegio Nuestra Señora Santa María,"5,302.42 EUR",Lost,Proposal Presented,2018-08-31 09:26:01,2018-01-10 12:08:27,,"Ronda de Sobradiel, 80, 28043 Madrid, Spain",,Escoles,14110
Nuestra Señora de la Paz,285.96 EUR,Won,Proposal Accepted,2018-11-20 10:32:31,2018-09-05 14:53:54,,"Calle Chica, 15, 13210 Villarta de San Juan, Spain",,Escoles,14110
Colegio Felix Grande,"1,587.60 EUR",Won,Proposal Presented,2018-10-05 18:53:15,2018-09-07 10:46:20,,"Calle Eladio Cabañero, s/n, 13700 Tomelloso, Ciudad Real",,Escoles,14110
IES Mar de Alborán,"3,217.67 EUR",Lost,Proposal Presented,2018-12-04 11:31:15,2018-09-10 11:12:54,,"Calle Fuente de María Gil, 30, 29680 Estepona, Málaga, Spain",,Escoles,14110
BCG - THE BRITISH COLLEGE OF GAVÀ,"3,057.00 EUR",Lost,Proposal Presented,2018-09-21 09:58:48,2018-03-05 16:57:30,,"The British College of Gavà, Carrer de Josep Lluís Sert, Gavà, Spain",,Escoles,14110
Escola Lledoner,910.00 EUR,Lost,Proposal Presented,2018-09-21 10:01:55,2018-03-05 16:58:08,,"Carrer Rosselló, 95, 08401 Granollers, Barcelona",,Escoles,14110
American School of Barcelona,"3,000.00 EUR",Won,In Negociation,2019-01-18 00:00:00,2019-01-14 15:38:29,Client,"American School of Barcelona, Carrer de Jaume Balmes, Esplugues de Llobregat, Spain",,Escoles,14001
GRUPO SEK,"32,000.00 EUR",Lost,In Negociation,2018-09-13 16:26:22,2018-06-06 09:50:10,,,,Escoles,14130
FUNDACIO JESUÏTES EDUCACIO - SANT GERVASI,"6,750.00 EUR",Lost,Proposal Presented,2018-09-21 16:23:47,2018-09-17 16:21:57,Client,CARRER DE L'AVENIR 19,323,Escoles,14130
UNIO CENTRES PRIVATS S.L.,"5,260.00 EUR",Lost,Proposal Presented,2018-09-27 18:13:28,2018-09-17 17:49:28,,"Carrer de la Diputació, 291, Barcelona, Spain",624,Escoles,14130
IES JOSE LUIS SAMPEDRO,0.00 EUR,Lost,New Deal,2019-02-04 10:15:48,2018-04-25 09:53:13,,"AVENIDA DE LA VEGA, S/N, TRES CANTOS",147,Escoles,14110
Jesuitas San José,0.00 EUR,Lost,New Deal,2018-12-07 11:22:56,2018-04-25 11:05:01,,"Escuelas San Jose, Jesuitas, Avinguda de les Corts Valencianes, Valencia, Spain",,Escoles,14110
Escola Canigó St. Just,119.36 EUR,Won,Proposal Presented,2018-09-25 11:18:59,2018-05-08 10:57:41,,"c. Canigó, 35 08960 Sant Just Desvern",,Escoles,14110
ESCOLA PETIT ESTEL - LA NOVA SL,0.00 EUR,Lost,New Deal,2018-12-07 09:39:04,2018-05-08 11:02:47,,"C/ PUIG NOVELL, 18-33, TERRASSA",104,Escoles,14110
FASISMAR S.L.,407.50 EUR,Won,Proposal Accepted,2018-10-03 13:02:45,2018-05-08 11:05:06,,"C/ ROCA I ROCA, 131, TERRASSA",110,Escoles,14110
FEDAC MONISTROL DE MONTSERRAT,"3,317.85 EUR",Lost,Proposal Presented,2018-12-19 11:32:36,2018-05-08 11:06:25,,"C/ GERMANS DE LA SALLE S/N, MONISTROL DE MONTSERRAT",102,Escoles,14110
FUNDACIO VEDRUNA SANT BOI,0.00 EUR,Lost,New Deal,2018-12-11 15:42:55,2018-05-08 11:13:30,,"C/ LUIS CASTELLS, 20, SANT BOI DE LLOBREGAT",550,Escoles,14110
Colegio San Juan de Ávila,0.00 EUR,Lost,New Deal,2018-12-11 16:36:37,2018-08-03 13:14:38,,"Colegio San Juan de Ávila, Calle Ramblilla Baja, Salobreña, Spain",,Escoles,14110
Colegio Trinitarios de Córdova,0.00 EUR,Lost,New Deal,2018-07-12 17:20:05,2018-07-12 15:37:07,,"Plaza Cristo de Gracia, 5, 14002 Córdoba",,Escoles,14110
Petits l'Heura,270.00 EUR,Lost,Proposal Presented,2018-10-01 11:31:51,2018-09-06 13:22:19,New Call,"Travessera de Gràcia, 314, 08025 Barcelona, Spain",,Escoles,14110
CEIP Saltells,329.94 EUR,Lost,Proposal Presented,2018-11-27 17:20:50,2018-09-05 13:44:40,WEB,"Av. de Roma, 57, 08290 Cerdanyola del Vallès, Barcelona, Spain",,Escoles,14110
Stella Maris La Gavia,"2,380.68 EUR",Lost,Proposal Presented,2018-12-04 10:28:59,2018-09-30 15:48:04,,"Calle Peñaranda de Bracamonte, 9, 28051 Madrid, Spain",,Escoles,14110
American School of Barcelona,"3,500.00 EUR",Won,In Negociation,2018-11-30 10:59:03,2018-10-15 13:14:12,,"American School of Barcelona, Carrer de Jaume Balmes, Esplugues de Llobregat, Spain",,Escoles,14110
CEIP Arcipreste de Hita El Espinar,854.84 EUR,Won,Proposal Presented,2018-09-26 09:26:22,2018-04-05 10:42:44,,"Avenida de Castilla y León, 41, 40400 El Espinar, Spain",,Escoles,14110
IES Federico García Lorca (Las Rozas),159.95 EUR,Won,Proposal Accepted,2018-10-22 12:02:51,2018-10-18 17:01:45,,"Calle Gimnasio, 1, 28290 Las Rozas, Spain",1809,Escoles,14110
ESCOLA SANTA MARÍA DEL PINO,"3,750.00 EUR",Won,In Negociation,2018-09-10 08:57:41,2018-07-23 11:14:26,,"Santa María Del Pino, Carrer Riera Coma Clara, Alella, Spain",,Escoles,14130
Escola Pérez Iborra,"3,500.00 EUR",Won,In Negociation,2018-09-10 08:57:30,2018-07-23 11:15:13,,"Escola Pérez Iborra, Carrer del Consell de Cent, Barcelona, Spain",,Escoles,14130
ESCOLA VEDRUNA CARME CARDONA,"1,358.31 EUR",Won,Proposal Accepted,2018-09-04 14:59:51,2018-05-02 10:29:27,Crosselling,"CARRER MARE DE DÉU DEL CARME, 1, CARDONA",161,Escoles,14110
COL·LEGI SALESIA SANT JOAN BOSCO,0.00 EUR,Lost,New Deal,2018-12-07 09:34:38,2018-04-24 17:33:01,,"PASSEIG DE LA VALL D'HEBRON258, BARCELONA",606,Escoles,14110
Col·legi Salesianes Santa Dorotea,"2,000.00 EUR",Lost,Proposal Presented,2018-12-11 11:57:19,2018-04-26 10:46:10,,"Salesianes, Carrer de Buïgas, Barcelona, Spain",,Escoles,14110
Colegio La Latina,"5,515.48 EUR",Won,Proposal Presented,2018-10-17 09:32:34,2018-04-26 11:09:03,,"Colegio Bilingüe La Latina, Marbella, Spain",,Escoles,14110
A. P. PARVULARI MAGNOLIA,0.00 EUR,Lost,New Deal,2018-09-21 11:35:39,2018-05-02 15:53:18,,"CARRER EMILI ROCA 54, BARCELONA",457,Escoles,14110
ESCOLA ANTONIA SIMO I ARNO,0.00 EUR,Lost,New Deal,2018-12-07 09:37:10,2018-05-02 16:09:53,,"TOSSAL DE LES CREUS S/N, ALMACELLES",120,Escoles,14110
La Salle València-Palma,55.00 EUR,Lost,Needs Taken,2018-12-07 09:40:29,2018-09-20 12:07:41,New Call,,,Escoles,14120
CEIP Joaquín Costa (Alcorcón),986.14 EUR,Lost,Proposal Presented,2018-12-13 11:10:21,2018-06-01 11:45:42,,"Lugar Parque Grande, 1, 28924 Alcorcón",905,Escoles,14120
Santa María Marianistas,95.00 EUR,Lost,Needs Taken,2018-12-07 09:41:10,2018-06-22 16:51:46,,"Colegio De Santa María, Luis Heintz Kalea, Vitoria-Gasteiz, Spain",,Escoles,14120
Escola Sant Domènec,543.33 EUR,Won,Proposal Accepted,2018-09-12 08:30:44,2018-07-10 16:51:04,,"Carrer Montanyans, 4, 08730 La Ràpita, Spain",,Escoles,14120
Santa María del Pilar (Marianistas Zaragoza),"4,629.28 EUR",Lost,Proposal Presented,2018-10-11 10:11:27,2018-08-01 08:50:35,,"Reyes de Aragón, 5 - 50021 Zaragoza",,Escoles,14120
Col·legi Sant Gervasi l'Hospitalet,995.00 EUR,Won,In Negociation,2019-01-23 10:57:06,2018-09-06 17:11:07,,"Carrer Bòbiles, 39, 08905 Hospitalet De Llobregat ( L'), Barcelona",1888,Escoles,14120
Escola Maria Anna Mogas,150.00 EUR,Won,Proposal Accepted,2018-09-18 15:56:31,2018-09-18 15:56:26,,"Escola Concertada Maria Anna Mogas, Carrer de Corró, Granollers, Spain",710,Escoles,14120
Escola Àngel Guimerà,180.00 EUR,Won,Proposal Accepted,2019-01-11 08:46:56,2019-01-09 16:22:10,,"Escola Pública Àngel Guimerà, Carrer de Bonaventura Pedemonte, Sant Andreu de la Barca, Spain",,Escoles,14120
PROYECTOS GLOBALES WERKS SL,"4,020.33 EUR",Won,Proposal Presented,2018-08-31 13:09:30,2018-08-30 16:39:47,Prospection,"AVENIDA BRASIL 17 15A, MADRID",617,Escoles,14110
Col·legi Mare de Déu de la Serra,797.10 EUR,Won,Proposal Presented,2018-10-25 11:00:39,2018-09-17 11:49:10,Prospection,"Avda. Nostra Senyora de Montserrat, 3-5 - 43400 MONTBLANC",,Escoles,14110
FEDAC ANGLÈS,"1,587.59 EUR",Lost,In Negociation,2018-12-14 08:54:12,2018-10-19 16:07:10,Prospection,"CARRER DEL RAVAL 19, ANGLÈS",578,Escoles,14110
CEIP En Arucas,"1,000.00 EUR",Won,Proposal Presented,2018-11-21 19:01:04,2018-11-20 11:31:01,Event,"Arucas, Spain",,Escoles,14110
Institut Jaume Huguet,0.00 EUR,Lost,New Deal,2018-12-07 09:35:12,2018-09-03 13:07:22,Crosselling,"Carrer de la Creu de Cames, s/n, 43800 Valls, Tarragona",913,Escoles,14110
ALCORAC S.L.,"3,042.72 EUR",Won,Proposal Accepted,2018-09-21 00:00:00,2018-09-17 12:29:14,Crosselling,"CAMINO DE LAS MANTECAS 26 (EL CHARCÓN), SAN CRISTÓBAL DE LA LAGUNA",541,Escoles,14110
COL·LEGI MARIA AUXILIADORA,550.00 EUR,Won,Proposal Presented,2018-09-14 15:33:02,2018-09-04 13:22:27,Client,"CARRER SEPULVEDA, 71, BARCELONA",417,Escoles,14110
"INSTITUCIO FAMILIAR D'EDUCACIO, SA  (COL·LEGI LA FARGA)",271.67 EUR,Won,Proposal Presented,2018-09-10 08:53:55,2018-09-07 09:06:17,Client,"CAMÍ SANT CUGAT PAPIOL, 34, MIRASOL",51,Escoles,14110
Escola Maria Anna Mogas,930.39 EUR,Won,Proposal Accepted,2018-09-10 16:43:43,2018-09-07 09:09:13,Client,"Escola Concertada Maria Anna Mogas, Carrer de Corró, Granollers, Spain",710,Escoles,14110
Col·legi Sant Lluís,512.97 EUR,Won,Proposal Accepted,2018-09-17 09:44:24,2018-09-10 17:06:20,Client,"Carrer dels Arítjols, 12-14, 08016 Barcelona",,Escoles,14110
INS Ciutat de Balaguer,733.37 EUR,Won,Proposal Accepted,2018-09-19 12:48:07,2018-09-18 15:09:42,Client,"Institut Ciutat de Balaguer, Balaguer, Spain",,Escoles,14110
ESCOLA EL CARME-VEDRUNA MANLLEU,873.89 EUR,Won,Proposal Accepted,2018-09-25 00:00:00,2018-09-18 15:12:17,Client,"El Carme Vedruna Manlleu, Carrer Bisbe Morgades, Manlleu, Spain",,Escoles,14110
